Liga,Fecha,Equipo_Local,Equipo_Visitante,Goles_Local,Goles_Visitante,Resultado,Diferencia_Goles
English Second,2013-12-07,Derby,Blackpool,5,1,H,4
English Second,2013-12-07,Ipswich,Huddersfield,2,1,H,1
English Second,2013-12-07,Leeds,Watford,3,3,D,0
English Second,2013-12-07,Millwall,Wigan,2,1,H,1
English Second,2013-12-07,QPR,Blackburn,0,0,D,0
English Second,2013-12-07,Reading,Bournemouth,1,2,A,-1
English Second,2013-12-07,Sheffield Weds,Nott'm Forest,0,1,A,-1
English Second,2013-12-07,Yeovil,Charlton,2,2,D,0
English Second,2013-12-04,Derby,Middlesbrough,2,1,H,1
English Second,2013-12-04,Leeds,Wigan,2,0,H,2
English Second,2013-12-03,Birmingham,Doncaster,1,1,D,0
English Second,2013-12-03,Bolton,Huddersfield,0,1,A,-1
English Second,2013-12-03,Brighton,Barnsley,1,2,A,-1
English Second,2013-12-03,Burnley,Watford,0,0,D,0
English Second,2013-12-03,Ipswich,Blackburn,3,1,H,2
English Second,2013-12-03,Millwall,Nott'm Forest,2,2,D,0
English Second,2013-12-03,QPR,Bournemouth,3,0,H,3
English Second,2013-12-03,Reading,Charlton,1,0,H,1
English Second,2013-12-03,Sheffield Weds,Leicester,2,1,H,1
English Second,2013-12-03,Yeovil,Blackpool,1,0,H,1
English Second,2013-12-01,Wigan,Derby,1,3,A,-2
English Second,2013-11-30,Barnsley,Birmingham,0,3,A,-3
English Second,2013-11-30,Blackburn,Leeds,1,0,H,1
English Second,2013-11-30,Blackpool,Sheffield Weds,2,0,H,2
English Second,2013-11-30,Bournemouth,Brighton,1,1,D,0
English Second,2013-11-30,Charlton,Ipswich,0,1,A,-1
English Second,2013-11-30,Doncaster,QPR,2,1,H,1
English Second,2013-11-30,Huddersfield,Burnley,2,1,H,1
English Second,2013-11-30,Leicester,Millwall,3,0,H,3
English Second,2013-11-30,Middlesbrough,Bolton,1,0,H,1
English Second,2013-11-30,Watford,Yeovil,0,3,A,-3
English Second,2013-11-29,Nott'm Forest,Reading,2,3,A,-1
English Second,2013-11-26,Charlton,Doncaster,2,0,H,2
English Second,2013-11-23,Birmingham,Blackpool,1,1,D,0
English Second,2013-11-23,Blackburn,Reading,0,0,D,0
English Second,2013-11-23,Bournemouth,Derby,0,1,A,-1
English Second,2013-11-23,Ipswich,Leicester,1,2,A,-1
English Second,2013-11-23,Leeds,Middlesbrough,2,1,H,1
English Second,2013-11-23,Millwall,Barnsley,1,0,H,1
English Second,2013-11-23,Nott'm Forest,Burnley,1,1,D,0
English Second,2013-11-23,QPR,Charlton,1,0,H,1
English Second,2013-11-23,Sheffield Weds,Huddersfield,1,2,A,-1
English Second,2013-11-23,Watford,Bolton,0,1,A,-1
English Second,2013-11-23,Wigan,Brighton,0,1,A,-1
English Second,2013-11-22,Doncaster,Yeovil,2,1,H,1
English Second,2013-11-10,Yeovil,Wigan,0,1,A,-1
English Second,2013-11-09,Barnsley,Doncaster,0,0,D,0
English Second,2013-11-09,Blackpool,Ipswich,2,3,A,-1
English Second,2013-11-09,Bolton,Millwall,3,1,H,2
English Second,2013-11-09,Brighton,Blackburn,3,0,H,3
English Second,2013-11-09,Burnley,Bournemouth,1,1,D,0
English Second,2013-11-09,Charlton,Leeds,2,4,A,-2
English Second,2013-11-09,Derby,Sheffield Weds,3,0,H,3
English Second,2013-11-09,Huddersfield,Birmingham,1,3,A,-2
English Second,2013-11-09,Leicester,Nott'm Forest,0,2,A,-2
English Second,2013-11-09,Middlesbrough,Watford,2,2,D,0
English Second,2013-11-09,Reading,QPR,1,1,D,0
English Second,2013-11-02,Birmingham,Charlton,0,1,A,-1
English Second,2013-11-02,Blackburn,Middlesbrough,1,0,H,1
English Second,2013-11-02,Bournemouth,Bolton,0,2,A,-2
English Second,2013-11-02,Doncaster,Brighton,1,3,A,-2
English Second,2013-11-02,Leeds,Yeovil,2,0,H,2
English Second,2013-11-02,Millwall,Burnley,2,2,D,0
English Second,2013-11-02,Nott'm Forest,Blackpool,0,1,A,-1
English Second,2013-11-02,QPR,Derby,2,1,H,1
English Second,2013-11-02,Sheffield Weds,Reading,5,2,H,3
English Second,2013-11-02,Watford,Leicester,0,3,A,-3
English Second,2013-11-02,Wigan,Huddersfield,2,1,H,1
English Second,2013-11-01,Ipswich,Barnsley,1,1,D,0
English Second,2013-10-30,Wigan,QPR,0,0,D,0
English Second,2013-10-28,Brighton,Watford,1,1,D,0
English Second,2013-10-27,Charlton,Wigan,0,0,D,0
English Second,2013-10-26,Barnsley,Sheffield Weds,1,1,D,0
English Second,2013-10-26,Blackpool,Blackburn,2,2,D,0
English Second,2013-10-26,Bolton,Ipswich,1,1,D,0
English Second,2013-10-26,Burnley,QPR,2,0,H,2
English Second,2013-10-26,Derby,Birmingham,1,1,D,0
English Second,2013-10-26,Huddersfield,Leeds,3,2,H,1
English Second,2013-10-26,Leicester,Bournemouth,2,1,H,1
English Second,2013-10-26,Reading,Millwall,1,1,D,0
English Second,2013-10-26,Yeovil,Nott'm Forest,3,1,H,2
English Second,2013-10-25,Middlesbrough,Doncaster,4,0,H,4
English Second,2013-10-20,Leeds,Birmingham,4,0,H,4
English Second,2013-10-19,Barnsley,Middlesbrough,3,2,H,1
English Second,2013-10-19,Blackburn,Charlton,0,1,A,-1
English Second,2013-10-19,Blackpool,Wigan,1,0,H,1
English Second,2013-10-19,Bolton,Sheffield Weds,1,1,D,0
English Second,2013-10-19,Ipswich,Burnley,0,1,A,-1
English Second,2013-10-19,Leicester,Huddersfield,2,1,H,1
English Second,2013-10-19,Millwall,QPR,2,2,D,0
English Second,2013-10-19,Nott'm Forest,Bournemouth,1,1,D,0
English Second,2013-10-19,Reading,Doncaster,4,1,H,3
English Second,2013-10-19,Watford,Derby,2,3,A,-1
English Second,2013-10-19,Yeovil,Brighton,0,0,D,0
English Second,2013-10-06,Wigan,Blackburn,2,1,H,1
English Second,2013-10-05,Birmingham,Bolton,1,2,A,-1
English Second,2013-10-05,Bournemouth,Millwall,5,2,H,3
English Second,2013-10-05,Brighton,Nott'm Forest,1,3,A,-2
English Second,2013-10-05,Burnley,Reading,2,1,H,1
English Second,2013-10-05,Charlton,Blackpool,0,0,D,0
English Second,2013-10-05,Derby,Leeds,3,1,H,2
English Second,2013-10-05,Doncaster,Leicester,1,0,H,1
English Second,2013-10-05,Huddersfield,Watford,1,2,A,-1
English Second,2013-10-05,Middlesbrough,Yeovil,4,1,H,3
English Second,2013-10-05,QPR,Barnsley,2,0,H,2
English Second,2013-10-05,Sheffield Weds,Ipswich,1,1,D,0
English Second,2013-10-01,Barnsley,Reading,1,1,D,0
English Second,2013-10-01,Birmingham,Millwall,4,0,H,4
English Second,2013-10-01,Blackburn,Watford,1,0,H,1
English Second,2013-10-01,Blackpool,Bolton,0,0,D,0
English Second,2013-10-01,Brighton,Sheffield Weds,1,1,D,0
English Second,2013-10-01,Charlton,Nott'm Forest,1,1,D,0
English Second,2013-10-01,Derby,Ipswich,4,4,D,0
English Second,2013-10-01,Doncaster,Burnley,0,2,A,-2
English Second,2013-10-01,Leeds,Bournemouth,2,1,H,1
English Second,2013-10-01,Middlesbrough,Huddersfield,1,1,D,0
English Second,2013-10-01,Yeovil,Leicester,1,2,A,-1
English Second,2013-09-28,Bolton,Yeovil,1,1,D,0
English Second,2013-09-28,Bournemouth,Blackburn,1,3,A,-2
English Second,2013-09-28,Burnley,Charlton,3,0,H,3
English Second,2013-09-28,Ipswich,Brighton,2,0,H,2
English Second,2013-09-28,Leicester,Barnsley,2,1,H,1
English Second,2013-09-28,Millwall,Leeds,2,0,H,2
English Second,2013-09-28,Nott'm Forest,Derby,1,0,H,1
English Second,2013-09-28,QPR,Middlesbrough,2,0,H,2
English Second,2013-09-28,Reading,Birmingham,2,0,H,2
English Second,2013-09-28,Sheffield Weds,Doncaster,0,1,A,-1
English Second,2013-09-28,Watford,Wigan,1,0,H,1
English Second,2013-09-27,Huddersfield,Blackpool,1,1,D,0
English Second,2013-09-22,Wigan,Ipswich,2,0,H,2
English Second,2013-09-21,Barnsley,Watford,1,5,A,-4
English Second,2013-09-21,Birmingham,Sheffield Weds,4,1,H,3
English Second,2013-09-21,Blackburn,Huddersfield,0,0,D,0
English Second,2013-09-21,Blackpool,Leicester,2,2,D,0
English Second,2013-09-21,Brighton,Bolton,3,1,H,2
English Second,2013-09-21,Charlton,Millwall,0,1,A,-1
English Second,2013-09-21,Derby,Reading,1,3,A,-2
English Second,2013-09-21,Doncaster,Nott'm Forest,2,2,D,0
English Second,2013-09-21,Leeds,Burnley,1,2,A,-1
English Second,2013-09-21,Middlesbrough,Bournemouth,3,3,D,0
English Second,2013-09-21,Yeovil,QPR,0,1,A,-1
English Second,2013-09-18,QPR,Brighton,0,0,D,0
English Second,2013-09-18,Reading,Leeds,1,0,H,1
English Second,2013-09-17,Bolton,Derby,2,2,D,0
English Second,2013-09-17,Bournemouth,Barnsley,1,0,H,1
English Second,2013-09-17,Burnley,Birmingham,3,0,H,3
English Second,2013-09-17,Huddersfield,Charlton,2,1,H,1
English Second,2013-09-17,Ipswich,Yeovil,2,1,H,1
English Second,2013-09-17,Leicester,Blackburn,2,1,H,1
English Second,2013-09-17,Millwall,Blackpool,3,1,H,2
English Second,2013-09-17,Nott'm Forest,Middlesbrough,2,2,D,0
English Second,2013-09-17,Watford,Doncaster,2,1,H,1
English Second,2013-09-15,Reading,Brighton,0,0,D,0
English Second,2013-09-14,Bolton,Leeds,0,1,A,-1
English Second,2013-09-14,Bournemouth,Blackpool,1,2,A,-1
English Second,2013-09-14,Burnley,Blackburn,1,1,D,0
English Second,2013-09-14,Huddersfield,Doncaster,0,0,D,0
English Second,2013-09-14,Ipswich,Middlesbrough,3,1,H,2
English Second,2013-09-14,Leicester,Wigan,2,0,H,2
English Second,2013-09-14,Millwall,Derby,1,5,A,-4
English Second,2013-09-14,Nott'm Forest,Barnsley,3,2,H,1
English Second,2013-09-14,QPR,Birmingham,1,0,H,1
English Second,2013-09-14,Sheffield Weds,Yeovil,1,1,D,0
English Second,2013-09-14,Watford,Charlton,1,1,D,0
English Second,2013-08-31,Barnsley,Huddersfield,2,1,H,1
English Second,2013-08-31,Birmingham,Ipswich,1,1,D,0
English Second,2013-08-31,Blackburn,Bolton,4,1,H,3
English Second,2013-08-31,Blackpool,Watford,1,0,H,1
English Second,2013-08-31,Brighton,Millwall,1,1,D,0
English Second,2013-08-31,Charlton,Leicester,2,1,H,1
English Second,2013-08-31,Derby,Burnley,0,3,A,-3
English Second,2013-08-31,Doncaster,Bournemouth,0,1,A,-1
English Second,2013-08-31,Leeds,QPR,0,1,A,-1
English Second,2013-08-31,Middlesbrough,Sheffield Weds,1,1,D,0
English Second,2013-08-31,Wigan,Nott'm Forest,2,1,H,1
English Second,2013-08-31,Yeovil,Reading,0,1,A,-1
English Second,2013-08-25,Watford,Nott'm Forest,1,1,D,0
English Second,2013-08-25,Wigan,Middlesbrough,2,2,D,0
English Second,2013-08-24,Blackburn,Barnsley,5,2,H,3
English Second,2013-08-24,Blackpool,Reading,1,0,H,1
English Second,2013-08-24,Bolton,QPR,0,1,A,-1
English Second,2013-08-24,Brighton,Burnley,2,0,H,2
English Second,2013-08-24,Huddersfield,Bournemouth,5,1,H,4
English Second,2013-08-24,Ipswich,Leeds,1,2,A,-1
English Second,2013-08-24,Leicester,Birmingham,3,2,H,1
English Second,2013-08-24,Sheffield Weds,Millwall,2,2,D,0
English Second,2013-08-24,Yeovil,Derby,0,3,A,-3
English Second,2013-08-20,Wigan,Doncaster,2,2,D,0
English Second,2013-08-17,Barnsley,Charlton,2,2,D,0
English Second,2013-08-17,Birmingham,Brighton,0,1,A,-1
English Second,2013-08-17,Bournemouth,Wigan,1,0,H,1
English Second,2013-08-17,Burnley,Yeovil,2,0,H,2
English Second,2013-08-17,Derby,Leicester,0,1,A,-1
English Second,2013-08-17,Leeds,Sheffield Weds,1,1,D,0
English Second,2013-08-17,Middlesbrough,Blackpool,1,1,D,0
English Second,2013-08-17,Millwall,Huddersfield,0,1,A,-1
English Second,2013-08-17,Nott'm Forest,Bolton,3,0,H,3
English Second,2013-08-17,QPR,Ipswich,1,0,H,1
English Second,2013-08-17,Reading,Watford,3,3,D,0
English Second,2013-08-16,Doncaster,Blackburn,2,0,H,2
English Second,2013-08-11,Leicester,Leeds,0,0,D,0
English Second,2013-08-10,Blackburn,Nott'm Forest,0,1,A,-1
English Second,2013-08-10,Blackpool,Barnsley,1,0,H,1
English Second,2013-08-10,Bolton,Reading,1,1,D,0
English Second,2013-08-10,Brighton,Derby,1,2,A,-1
English Second,2013-08-10,Charlton,Middlesbrough,0,1,A,-1
English Second,2013-08-10,Huddersfield,QPR,1,1,D,0
English Second,2013-08-10,Ipswich,Millwall,3,0,H,3
English Second,2013-08-10,Sheffield Weds,Burnley,1,2,A,-1
English Second,2013-08-10,Watford,Bournemouth,6,1,H,5
English Second,2013-08-10,Yeovil,Birmingham,0,1,A,-1
English Second,2013-08-04,Derby,Blackburn,1,1,D,0
English Second,2013-08-03,Barnsley,Wigan,0,4,A,-4
English Second,2013-08-03,Birmingham,Watford,0,1,A,-1
English Second,2013-08-03,Bournemouth,Charlton,2,1,H,1
English Second,2013-08-03,Burnley,Bolton,1,1,D,0
English Second,2013-08-03,Doncaster,Blackpool,1,3,A,-2
English Second,2013-08-03,Leeds,Brighton,2,1,H,1
English Second,2013-08-03,Middlesbrough,Leicester,1,2,A,-1
English Second,2013-08-03,Millwall,Yeovil,0,1,A,-1
English Second,2013-08-03,Nott'm Forest,Huddersfield,1,0,H,1
English Second,2013-08-03,QPR,Sheffield Weds,2,1,H,1
English Second,2013-08-03,Reading,Ipswich,2,1,H,1
English Second,2012-04-28,Barnsley,Brighton,0,0,D,0
English Second,2012-04-28,Birmingham,Reading,2,0,H,2
English Second,2012-04-28,Burnley,Bristol City,1,1,D,0
English Second,2012-04-28,Crystal Palace,Cardiff,1,2,A,-1
English Second,2012-04-28,Derby,Peterboro,1,1,D,0
English Second,2012-04-28,Doncaster,Ipswich,2,3,A,-1
English Second,2012-04-28,Leeds,Leicester,1,2,A,-1
English Second,2012-04-28,Millwall,Blackpool,2,2,D,0
English Second,2012-04-28,Nott'm Forest,Portsmouth,2,0,H,2
English Second,2012-04-28,Southampton,Coventry,4,0,H,4
English Second,2012-04-28,Watford,Middlesbrough,2,1,H,1
English Second,2012-04-28,West Ham,Hull,2,1,H,1
English Second,2012-04-23,Leicester,West Ham,1,2,A,-1
English Second,2012-04-21,Blackpool,Burnley,4,0,H,4
English Second,2012-04-21,Brighton,Birmingham,1,1,D,0
English Second,2012-04-21,Bristol City,Barnsley,2,0,H,2
English Second,2012-04-21,Cardiff,Leeds,1,1,D,0
English Second,2012-04-21,Coventry,Doncaster,0,2,A,-2
English Second,2012-04-21,Hull,Nott'm Forest,2,1,H,1
English Second,2012-04-21,Ipswich,Millwall,0,3,A,-3
English Second,2012-04-21,Middlesbrough,Southampton,2,1,H,1
English Second,2012-04-21,Peterboro,Watford,2,2,D,0
English Second,2012-04-21,Portsmouth,Derby,1,2,A,-1
English Second,2012-04-21,Reading,Crystal Palace,2,2,D,0
English Second,2012-04-17,Blackpool,Leeds,1,0,H,1
English Second,2012-04-17,Brighton,Watford,2,2,D,0
English Second,2012-04-17,Bristol City,West Ham,1,1,D,0
English Second,2012-04-17,Cardiff,Derby,2,0,H,2
English Second,2012-04-17,Coventry,Millwall,0,1,A,-1
English Second,2012-04-17,Hull,Barnsley,3,1,H,2
English Second,2012-04-17,Ipswich,Birmingham,1,1,D,0
English Second,2012-04-17,Leicester,Burnley,0,0,D,0
English Second,2012-04-17,Middlesbrough,Doncaster,0,0,D,0
English Second,2012-04-17,Peterboro,Southampton,1,3,A,-2
English Second,2012-04-17,Portsmouth,Crystal Palace,2,1,H,1
English Second,2012-04-17,Reading,Nott'm Forest,1,0,H,1
English Second,2012-04-14,Barnsley,Cardiff,0,1,A,-1
English Second,2012-04-14,Birmingham,Bristol City,2,2,D,0
English Second,2012-04-14,Burnley,Coventry,1,1,D,0
English Second,2012-04-14,Crystal Palace,Ipswich,1,1,D,0
English Second,2012-04-14,Derby,Middlesbrough,0,1,A,-1
English Second,2012-04-14,Doncaster,Portsmouth,3,4,A,-1
English Second,2012-04-14,Leeds,Peterboro,4,1,H,3
English Second,2012-04-14,Millwall,Leicester,2,1,H,1
English Second,2012-04-14,Nott'm Forest,Blackpool,0,0,D,0
English Second,2012-04-14,Watford,Hull,1,1,D,0
English Second,2012-04-14,West Ham,Brighton,6,0,H,6
English Second,2012-04-13,Southampton,Reading,1,3,A,-2
English Second,2012-04-10,Brighton,Reading,0,1,A,-1
English Second,2012-04-10,Portsmouth,Millwall,0,1,A,-1
English Second,2012-04-09,Blackpool,Barnsley,1,1,D,0
English Second,2012-04-09,Bristol City,Coventry,3,1,H,2
English Second,2012-04-09,Cardiff,Watford,1,1,D,0
English Second,2012-04-09,Crystal Palace,Southampton,0,2,A,-2
English Second,2012-04-09,Doncaster,Burnley,1,2,A,-1
English Second,2012-04-09,Hull,Middlesbrough,2,1,H,1
English Second,2012-04-09,Ipswich,Leicester,1,2,A,-1
English Second,2012-04-09,Leeds,Derby,0,2,A,-2
English Second,2012-04-09,Peterboro,Nott'm Forest,0,1,A,-1
English Second,2012-04-09,West Ham,Birmingham,3,3,D,0
English Second,2012-04-07,Birmingham,Crystal Palace,3,1,H,2
English Second,2012-04-07,Coventry,Peterboro,2,2,D,0
English Second,2012-04-07,Derby,Ipswich,0,0,D,0
English Second,2012-04-07,Leicester,Doncaster,4,0,H,4
English Second,2012-04-07,Middlesbrough,Cardiff,0,2,A,-2
English Second,2012-04-07,Millwall,Hull,2,0,H,2
English Second,2012-04-07,Nott'm Forest,Bristol City,0,1,A,-1
English Second,2012-04-07,Southampton,Portsmouth,2,2,D,0
English Second,2012-04-06,Barnsley,West Ham,0,4,A,-4
English Second,2012-04-06,Burnley,Brighton,1,0,H,1
English Second,2012-04-06,Reading,Leeds,2,0,H,2
English Second,2012-04-06,Watford,Blackpool,0,2,A,-2
English Second,2012-04-03,Burnley,Birmingham,1,3,A,-2
English Second,2012-03-31,Blackpool,Southampton,3,0,H,3
English Second,2012-03-31,Brighton,Middlesbrough,1,1,D,0
English Second,2012-03-31,Bristol City,Derby,1,1,D,0
English Second,2012-03-31,Cardiff,Millwall,0,0,D,0
English Second,2012-03-31,Crystal Palace,Nott'm Forest,0,3,A,-3
English Second,2012-03-31,Hull,Coventry,0,2,A,-2
English Second,2012-03-31,Ipswich,Barnsley,1,0,H,1
English Second,2012-03-31,Leeds,Watford,0,2,A,-2
English Second,2012-03-31,Peterboro,Leicester,1,0,H,1
English Second,2012-03-31,Portsmouth,Burnley,1,5,A,-4
English Second,2012-03-31,West Ham,Reading,2,4,A,-2
English Second,2012-03-30,Doncaster,Birmingham,1,3,A,-2
English Second,2012-03-27,Crystal Palace,Doncaster,1,1,D,0
English Second,2012-03-27,Ipswich,Middlesbrough,1,1,D,0
English Second,2012-03-27,Leicester,Nott'm Forest,0,0,D,0
English Second,2012-03-27,Peterboro,West Ham,0,2,A,-2
English Second,2012-03-27,Portsmouth,Hull,2,0,H,2
English Second,2012-03-25,Birmingham,Cardiff,1,1,D,0
English Second,2012-03-24,Barnsley,Peterboro,1,0,H,1
English Second,2012-03-24,Burnley,West Ham,2,2,D,0
English Second,2012-03-24,Coventry,Portsmouth,2,0,H,2
English Second,2012-03-24,Derby,Crystal Palace,3,2,H,1
English Second,2012-03-24,Leicester,Hull,2,1,H,1
English Second,2012-03-24,Middlesbrough,Bristol City,1,1,D,0
English Second,2012-03-24,Millwall,Leeds,0,1,A,-1
English Second,2012-03-24,Nott'm Forest,Brighton,1,1,D,0
English Second,2012-03-24,Reading,Blackpool,3,1,H,2
English Second,2012-03-24,Southampton,Doncaster,2,0,H,2
English Second,2012-03-24,Watford,Ipswich,2,1,H,1
English Second,2012-03-21,Blackpool,Leicester,3,3,D,0
English Second,2012-03-21,Cardiff,Coventry,2,2,D,0
English Second,2012-03-21,Ipswich,Burnley,1,0,H,1
English Second,2012-03-20,Brighton,Derby,2,0,H,2
English Second,2012-03-20,Bristol City,Watford,0,2,A,-2
English Second,2012-03-20,Crystal Palace,Barnsley,1,0,H,1
English Second,2012-03-20,Doncaster,Millwall,0,3,A,-3
English Second,2012-03-20,Hull,Southampton,0,2,A,-2
English Second,2012-03-20,Leeds,Nott'm Forest,3,7,A,-4
English Second,2012-03-20,Peterboro,Reading,3,1,H,2
English Second,2012-03-20,Portsmouth,Birmingham,4,1,H,3
English Second,2012-03-20,West Ham,Middlesbrough,1,1,D,0
English Second,2012-03-18,Cardiff,Burnley,0,0,D,0
English Second,2012-03-17,Barnsley,Reading,0,4,A,-4
English Second,2012-03-17,Birmingham,Middlesbrough,3,0,H,3
English Second,2012-03-17,Blackpool,Brighton,3,1,H,2
English Second,2012-03-17,Crystal Palace,Hull,0,0,D,0
English Second,2012-03-17,Doncaster,Derby,1,2,A,-1
English Second,2012-03-17,Ipswich,Peterboro,3,2,H,1
English Second,2012-03-17,Leeds,West Ham,1,1,D,0
English Second,2012-03-17,Millwall,Southampton,2,3,A,-1
English Second,2012-03-17,Portsmouth,Bristol City,0,0,D,0
English Second,2012-03-17,Watford,Coventry,0,0,D,0
English Second,2012-03-13,Cardiff,Hull,0,3,A,-3
English Second,2012-03-13,Derby,Nott'm Forest,1,0,H,1
English Second,2012-03-13,Doncaster,Reading,1,1,D,0
English Second,2012-03-13,Leicester,Birmingham,3,1,H,2
English Second,2012-03-11,Middlesbrough,Leeds,0,2,A,-2
English Second,2012-03-10,Brighton,Portsmouth,2,0,H,2
English Second,2012-03-10,Bristol City,Cardiff,1,2,A,-1
English Second,2012-03-10,Burnley,Crystal Palace,1,1,D,0
English Second,2012-03-10,Coventry,Birmingham,1,1,D,0
English Second,2012-03-10,Derby,Watford,1,2,A,-1
English Second,2012-03-10,Hull,Ipswich,2,2,D,0
English Second,2012-03-10,Nott'm Forest,Millwall,3,1,H,2
English Second,2012-03-10,Peterboro,Blackpool,3,1,H,2
English Second,2012-03-10,Reading,Leicester,3,1,H,2
English Second,2012-03-10,Southampton,Barnsley,2,0,H,2
English Second,2012-03-10,West Ham,Doncaster,1,1,D,0
English Second,2012-03-07,Brighton,Cardiff,2,2,D,0
English Second,2012-03-07,West Ham,Watford,1,1,D,0
English Second,2012-03-06,Bristol City,Leicester,3,2,H,1
English Second,2012-03-06,Coventry,Crystal Palace,1,1,D,0
English Second,2012-03-06,Derby,Blackpool,2,1,H,1
English Second,2012-03-06,Hull,Leeds,0,0,D,0
English Second,2012-03-06,Middlesbrough,Barnsley,2,0,H,2
English Second,2012-03-06,Nott'm Forest,Doncaster,1,2,A,-1
English Second,2012-03-06,Peterboro,Millwall,0,3,A,-3
English Second,2012-03-06,Reading,Portsmouth,1,0,H,1
English Second,2012-03-06,Southampton,Ipswich,1,1,D,0
English Second,2012-03-04,Cardiff,West Ham,0,2,A,-2
English Second,2012-03-03,Barnsley,Nott'm Forest,1,1,D,0
English Second,2012-03-03,Birmingham,Derby,2,2,D,0
English Second,2012-03-03,Crystal Palace,Peterboro,1,0,H,1
English Second,2012-03-03,Doncaster,Brighton,1,1,D,0
English Second,2012-03-03,Ipswich,Bristol City,3,0,H,3
English Second,2012-03-03,Leeds,Southampton,0,1,A,-1
English Second,2012-03-03,Leicester,Coventry,2,0,H,2
English Second,2012-03-03,Millwall,Reading,1,2,A,-1
English Second,2012-03-03,Portsmouth,Middlesbrough,1,3,A,-2
English Second,2012-03-03,Watford,Burnley,3,2,H,1
English Second,2012-03-02,Blackpool,Hull,1,1,D,0
English Second,2012-02-25,Birmingham,Nott'm Forest,1,2,A,-1
English Second,2012-02-25,Brighton,Ipswich,3,0,H,3
English Second,2012-02-25,Bristol City,Blackpool,1,3,A,-2
English Second,2012-02-25,Burnley,Millwall,1,3,A,-2
English Second,2012-02-25,Coventry,Barnsley,1,0,H,1
English Second,2012-02-25,Doncaster,Peterboro,1,1,D,0
English Second,2012-02-25,Middlesbrough,Reading,0,2,A,-2
English Second,2012-02-25,Portsmouth,Leeds,0,0,D,0
English Second,2012-02-25,Watford,Southampton,0,3,A,-3
English Second,2012-02-25,West Ham,Crystal Palace,0,0,D,0
English Second,2012-02-23,Derby,Leicester,0,1,A,-1
English Second,2012-02-22,Hull,Brighton,0,0,D,0
English Second,2012-02-21,Barnsley,Birmingham,1,3,A,-2
English Second,2012-02-21,Blackpool,West Ham,1,4,A,-3
English Second,2012-02-21,Millwall,Middlesbrough,1,3,A,-2
English Second,2012-02-18,Barnsley,Portsmouth,2,0,H,2
English Second,2012-02-18,Crystal Palace,Watford,4,0,H,4
English Second,2012-02-18,Ipswich,Cardiff,3,0,H,3
English Second,2012-02-18,Leeds,Doncaster,3,2,H,1
English Second,2012-02-18,Nott'm Forest,Coventry,2,0,H,2
English Second,2012-02-18,Peterboro,Bristol City,3,0,H,3
English Second,2012-02-18,Southampton,Derby,4,0,H,4
English Second,2012-02-17,Reading,Burnley,1,0,H,1
English Second,2012-02-14,Birmingham,Hull,0,0,D,0
English Second,2012-02-14,Brighton,Millwall,2,2,D,0
English Second,2012-02-14,Bristol City,Crystal Palace,2,2,D,0
English Second,2012-02-14,Burnley,Barnsley,2,0,H,2
English Second,2012-02-14,Cardiff,Peterboro,3,1,H,2
English Second,2012-02-14,Coventry,Leeds,2,1,H,1
English Second,2012-02-14,Derby,Reading,0,1,A,-1
English Second,2012-02-14,Doncaster,Blackpool,1,3,A,-2
English Second,2012-02-14,Middlesbrough,Nott'm Forest,2,1,H,1
English Second,2012-02-14,Portsmouth,Ipswich,0,1,A,-1
English Second,2012-02-14,Watford,Leicester,3,2,H,1
English Second,2012-02-14,West Ham,Southampton,1,1,D,0
English Second,2012-02-11,Blackpool,Portsmouth,1,1,D,0
English Second,2012-02-11,Hull,Bristol City,3,0,H,3
English Second,2012-02-11,Leeds,Brighton,1,2,A,-1
English Second,2012-02-11,Leicester,Cardiff,2,1,H,1
English Second,2012-02-11,Millwall,Derby,0,0,D,0
English Second,2012-02-11,Nott'm Forest,Watford,1,1,D,0
English Second,2012-02-11,Reading,Coventry,2,0,H,2
English Second,2012-02-11,Southampton,Burnley,2,0,H,2
English Second,2012-02-07,Birmingham,Portsmouth,1,0,H,1
English Second,2012-02-04,Birmingham,Southampton,0,0,D,0
English Second,2012-02-04,Brighton,Leicester,1,0,H,1
English Second,2012-02-04,Bristol City,Leeds,0,3,A,-3
English Second,2012-02-04,Burnley,Peterboro,1,1,D,0
English Second,2012-02-04,Cardiff,Blackpool,1,3,A,-2
English Second,2012-02-04,Coventry,Ipswich,2,3,A,-1
English Second,2012-02-04,Middlesbrough,Crystal Palace,0,0,D,0
English Second,2012-02-04,Watford,Barnsley,2,1,H,1
English Second,2012-02-04,West Ham,Millwall,2,1,H,1
English Second,2012-02-01,Leicester,Middlesbrough,2,2,D,0
English Second,2012-01-31,Barnsley,Derby,3,2,H,1
English Second,2012-01-31,Blackpool,Coventry,2,1,H,1
English Second,2012-01-31,Crystal Palace,Brighton,1,1,D,0
English Second,2012-01-31,Hull,Doncaster,0,0,D,0
English Second,2012-01-31,Ipswich,West Ham,5,1,H,4
English Second,2012-01-31,Leeds,Birmingham,1,4,A,-3
English Second,2012-01-31,Millwall,Watford,0,2,A,-2
English Second,2012-01-31,Nott'm Forest,Burnley,0,2,A,-2
English Second,2012-01-31,Southampton,Cardiff,1,1,D,0
English Second,2012-01-28,Peterboro,Portsmouth,0,3,A,-3
English Second,2012-01-28,Reading,Bristol City,1,0,H,1
English Second,2012-01-23,Southampton,Leicester,0,2,A,-2
English Second,2012-01-21,Barnsley,Millwall,1,3,A,-2
