Liga,Fecha,Equipo_Local,Equipo_Visitante,Goles_Local,Goles_Visitante,Resultado,Diferencia_Goles
English Second,2020-11-07,Nott'm Forest,Wycombe,2,0,H,2
English Second,2020-11-07,Rotherham,Preston,2,1,H,1
English Second,2020-11-07,Sheffield Weds,Millwall,0,0,D,0
English Second,2020-11-07,Watford,Coventry,3,2,H,1
English Second,2020-11-06,Cardiff,Bristol City,0,1,A,-1
English Second,2020-11-04,Reading,Preston,0,3,A,-3
English Second,2020-11-04,Watford,Stoke,3,2,H,1
English Second,2020-11-04,Birmingham,Wycombe,1,2,A,-1
English Second,2020-11-04,Derby,QPR,0,1,A,-1
English Second,2020-11-04,Nott'm Forest,Coventry,2,1,H,1
English Second,2020-11-04,Rotherham,Luton,0,1,A,-1
English Second,2020-11-03,Brentford,Swansea,1,1,D,0
English Second,2020-11-03,Huddersfield,Bristol City,1,2,A,-1
English Second,2020-11-03,Norwich,Millwall,0,0,D,0
English Second,2020-11-03,Sheffield Weds,Bournemouth,1,0,H,1
English Second,2020-11-03,Blackburn,Middlesbrough,0,0,D,0
English Second,2020-11-03,Cardiff,Barnsley,3,0,H,3
English Second,2020-10-31,Bristol City,Norwich,1,3,A,-2
English Second,2020-10-31,Barnsley,Watford,1,0,H,1
English Second,2020-10-31,Bournemouth,Derby,1,1,D,0
English Second,2020-10-31,Luton,Brentford,0,3,A,-3
English Second,2020-10-31,Middlesbrough,Nott'm Forest,1,0,H,1
English Second,2020-10-31,Millwall,Huddersfield,0,3,A,-3
English Second,2020-10-31,Preston,Birmingham,1,2,A,-1
English Second,2020-10-31,QPR,Cardiff,3,2,H,1
English Second,2020-10-31,Stoke,Rotherham,1,0,H,1
English Second,2020-10-31,Swansea,Blackburn,2,0,H,2
English Second,2020-10-31,Wycombe,Sheffield Weds,1,0,H,1
English Second,2020-10-30,Coventry,Reading,3,2,H,1
English Second,2020-10-28,Preston,Millwall,0,2,A,-2
English Second,2020-10-28,Birmingham,Huddersfield,2,1,H,1
English Second,2020-10-28,Bournemouth,Bristol City,1,0,H,1
English Second,2020-10-28,Derby,Cardiff,1,1,D,0
English Second,2020-10-28,Luton,Nott'm Forest,1,1,D,0
English Second,2020-10-28,Rotherham,Sheffield Weds,3,0,H,3
English Second,2020-10-27,Barnsley,QPR,3,0,H,3
English Second,2020-10-27,Blackburn,Reading,2,4,A,-2
English Second,2020-10-27,Brentford,Norwich,1,1,D,0
English Second,2020-10-27,Middlesbrough,Coventry,2,0,H,2
English Second,2020-10-27,Swansea,Stoke,2,0,H,2
English Second,2020-10-27,Wycombe,Watford,1,1,D,0
English Second,2020-10-24,Watford,Bournemouth,1,1,D,0
English Second,2020-10-24,Bristol City,Swansea,1,1,D,0
English Second,2020-10-24,Cardiff,Middlesbrough,1,1,D,0
English Second,2020-10-24,Coventry,Blackburn,0,4,A,-4
English Second,2020-10-24,Huddersfield,Preston,1,2,A,-1
English Second,2020-10-24,Millwall,Barnsley,1,1,D,0
English Second,2020-10-24,Norwich,Wycombe,2,1,H,1
English Second,2020-10-24,QPR,Birmingham,0,0,D,0
English Second,2020-10-24,Reading,Rotherham,3,0,H,3
English Second,2020-10-24,Sheffield Weds,Luton,0,1,A,-1
English Second,2020-10-24,Stoke,Brentford,3,2,H,1
English Second,2020-10-23,Nott'm Forest,Derby,1,1,D,0
English Second,2020-10-21,Cardiff,Bournemouth,1,1,D,0
English Second,2020-10-21,QPR,Preston,0,2,A,-2
English Second,2020-10-21,Sheffield Weds,Brentford,1,2,A,-1
English Second,2020-10-21,Stoke,Barnsley,2,2,D,0
English Second,2020-10-21,Watford,Blackburn,3,1,H,2
English Second,2020-10-20,Bristol City,Middlesbrough,0,1,A,-1
English Second,2020-10-20,Coventry,Swansea,1,1,D,0
English Second,2020-10-20,Huddersfield,Derby,1,0,H,1
English Second,2020-10-20,Millwall,Luton,2,0,H,2
English Second,2020-10-20,Norwich,Birmingham,1,0,H,1
English Second,2020-10-20,Nott'm Forest,Rotherham,1,1,D,0
English Second,2020-10-20,Reading,Wycombe,1,0,H,1
English Second,2020-10-18,Preston,Cardiff,0,1,A,-1
English Second,2020-10-17,Barnsley,Bristol City,2,2,D,0
English Second,2020-10-17,Birmingham,Sheffield Weds,0,1,A,-1
English Second,2020-10-17,Blackburn,Nott'm Forest,0,1,A,-1
English Second,2020-10-17,Bournemouth,QPR,0,0,D,0
English Second,2020-10-17,Brentford,Coventry,2,0,H,2
English Second,2020-10-17,Luton,Stoke,0,2,A,-2
English Second,2020-10-17,Middlesbrough,Reading,0,0,D,0
English Second,2020-10-17,Rotherham,Norwich,1,2,A,-1
English Second,2020-10-17,Swansea,Huddersfield,1,2,A,-1
English Second,2020-10-17,Wycombe,Millwall,1,2,A,-1
English Second,2020-10-16,Derby,Watford,0,1,A,-1
English Second,2020-10-04,Brentford,Preston,2,4,A,-2
English Second,2020-10-04,Stoke,Birmingham,1,1,D,0
English Second,2020-10-03,Norwich,Derby,0,1,A,-1
English Second,2020-10-03,Blackburn,Cardiff,0,0,D,0
English Second,2020-10-03,Luton,Wycombe,2,0,H,2
English Second,2020-10-03,Middlesbrough,Barnsley,2,1,H,1
English Second,2020-10-03,Nott'm Forest,Bristol City,1,2,A,-1
English Second,2020-10-03,Reading,Watford,1,0,H,1
English Second,2020-10-03,Rotherham,Huddersfield,1,1,D,0
English Second,2020-10-03,Sheffield Weds,QPR,1,1,D,0
English Second,2020-10-03,Swansea,Millwall,2,1,H,1
English Second,2020-10-02,Coventry,Bournemouth,1,3,A,-2
English Second,2020-09-27,Bristol City,Sheffield Weds,2,0,H,2
English Second,2020-09-27,Bournemouth,Norwich,1,0,H,1
English Second,2020-09-26,Watford,Luton,1,0,H,1
English Second,2020-09-26,Wycombe,Swansea,0,2,A,-2
English Second,2020-09-26,Barnsley,Coventry,0,0,D,0
English Second,2020-09-26,Birmingham,Rotherham,1,1,D,0
English Second,2020-09-26,Cardiff,Reading,1,2,A,-1
English Second,2020-09-26,Derby,Blackburn,0,4,A,-4
English Second,2020-09-26,Millwall,Brentford,1,1,D,0
English Second,2020-09-26,Preston,Stoke,0,1,A,-1
English Second,2020-09-26,QPR,Middlesbrough,1,1,D,0
English Second,2020-09-25,Huddersfield,Nott'm Forest,1,0,H,1
English Second,2020-09-20,Stoke,Bristol City,0,2,A,-2
English Second,2020-09-19,Nott'm Forest,Cardiff,0,2,A,-2
English Second,2020-09-19,Blackburn,Wycombe,5,0,H,5
English Second,2020-09-19,Brentford,Huddersfield,3,0,H,3
English Second,2020-09-19,Luton,Derby,2,1,H,1
English Second,2020-09-19,Middlesbrough,Bournemouth,1,1,D,0
English Second,2020-09-19,Norwich,Preston,2,2,D,0
English Second,2020-09-19,Reading,Barnsley,2,0,H,2
English Second,2020-09-19,Rotherham,Millwall,0,1,A,-1
English Second,2020-09-19,Sheffield Weds,Watford,0,0,D,0
English Second,2020-09-19,Swansea,Birmingham,0,0,D,0
English Second,2020-09-18,Coventry,QPR,3,2,H,1
English Second,2020-09-12,Birmingham,Brentford,1,0,H,1
English Second,2020-09-12,Wycombe,Rotherham,0,1,A,-1
English Second,2020-09-12,Barnsley,Luton,0,1,A,-1
English Second,2020-09-12,Bournemouth,Blackburn,3,2,H,1
English Second,2020-09-12,Bristol City,Coventry,2,1,H,1
English Second,2020-09-12,Cardiff,Sheffield Weds,0,2,A,-2
English Second,2020-09-12,Derby,Reading,0,2,A,-2
English Second,2020-09-12,Huddersfield,Norwich,0,1,A,-1
English Second,2020-09-12,Millwall,Stoke,0,0,D,0
English Second,2020-09-12,Preston,Swansea,0,1,A,-1
English Second,2020-09-12,QPR,Nott'm Forest,2,0,H,2
English Second,2020-09-11,Watford,Middlesbrough,1,0,H,1
English Second,2020-07-22,Birmingham,Derby,1,3,A,-2
English Second,2020-07-22,Brentford,Barnsley,1,2,A,-1
English Second,2020-07-22,Bristol City,Preston,1,1,D,0
English Second,2020-07-22,Cardiff,Hull,3,0,H,3
English Second,2020-07-22,Leeds,Charlton,4,0,H,4
English Second,2020-07-22,Luton,Blackburn,3,2,H,1
English Second,2020-07-22,Millwall,Huddersfield,4,1,H,3
English Second,2020-07-22,Nott'm Forest,Stoke,1,4,A,-3
English Second,2020-07-22,Reading,Swansea,1,4,A,-3
English Second,2020-07-22,Sheffield Weds,Middlesbrough,1,2,A,-1
English Second,2020-07-22,West Brom,QPR,2,2,D,0
English Second,2020-07-22,Wigan,Fulham,1,1,D,0
English Second,2020-07-19,Derby,Leeds,1,3,A,-2
English Second,2020-07-19,Barnsley,Nott'm Forest,1,0,H,1
English Second,2020-07-18,Charlton,Wigan,2,2,D,0
English Second,2020-07-18,Stoke,Brentford,1,0,H,1
English Second,2020-07-18,Blackburn,Reading,4,3,H,1
English Second,2020-07-18,Fulham,Sheffield Weds,5,3,H,2
English Second,2020-07-18,Hull,Luton,0,1,A,-1
English Second,2020-07-18,Middlesbrough,Cardiff,1,3,A,-2
English Second,2020-07-18,Preston,Birmingham,2,0,H,2
English Second,2020-07-18,QPR,Millwall,4,3,H,1
English Second,2020-07-18,Swansea,Bristol City,1,0,H,1
English Second,2020-07-17,Huddersfield,West Brom,2,1,H,1
English Second,2020-07-16,Leeds,Barnsley,1,0,H,1
English Second,2020-07-15,Brentford,Preston,1,0,H,1
English Second,2020-07-15,Bristol City,Stoke,1,1,D,0
English Second,2020-07-15,Birmingham,Charlton,1,1,D,0
English Second,2020-07-15,Nott'm Forest,Swansea,2,2,D,0
English Second,2020-07-14,West Brom,Fulham,0,0,D,0
English Second,2020-07-14,Reading,Middlesbrough,1,2,A,-1
English Second,2020-07-14,Wigan,Hull,8,0,H,8
English Second,2020-07-14,Cardiff,Derby,2,1,H,1
English Second,2020-07-14,Luton,QPR,1,1,D,0
English Second,2020-07-14,Millwall,Blackburn,1,0,H,1
English Second,2020-07-14,Sheffield Weds,Huddersfield,0,0,D,0
English Second,2020-07-12,Stoke,Birmingham,2,0,H,2
English Second,2020-07-12,Swansea,Leeds,0,1,A,-1
English Second,2020-07-11,Charlton,Reading,0,1,A,-1
English Second,2020-07-11,Derby,Brentford,1,3,A,-2
English Second,2020-07-11,Barnsley,Wigan,0,0,D,0
English Second,2020-07-11,Blackburn,West Brom,1,1,D,0
English Second,2020-07-11,Hull,Millwall,0,1,A,-1
English Second,2020-07-11,Middlesbrough,Bristol City,1,3,A,-2
English Second,2020-07-11,Preston,Nott'm Forest,1,1,D,0
English Second,2020-07-11,QPR,Sheffield Weds,0,3,A,-3
English Second,2020-07-10,Huddersfield,Luton,0,2,A,-2
English Second,2020-07-10,Fulham,Cardiff,2,0,H,2
English Second,2020-07-09,Leeds,Stoke,5,0,H,5
English Second,2020-07-08,Millwall,Middlesbrough,0,2,A,-2
English Second,2020-07-08,West Brom,Derby,2,0,H,2
English Second,2020-07-08,Birmingham,Swansea,1,3,A,-2
English Second,2020-07-08,Bristol City,Hull,2,1,H,1
English Second,2020-07-08,Wigan,QPR,1,0,H,1
English Second,2020-07-08,Sheffield Weds,Preston,1,3,A,-2
English Second,2020-07-07,Nott'm Forest,Fulham,0,1,A,-1
English Second,2020-07-07,Brentford,Charlton,2,1,H,1
English Second,2020-07-07,Luton,Barnsley,1,1,D,0
English Second,2020-07-07,Reading,Huddersfield,0,0,D,0
English Second,2020-07-07,Cardiff,Blackburn,2,3,A,-1
English Second,2020-07-05,Swansea,Sheffield Weds,2,1,H,1
English Second,2020-07-05,Middlesbrough,QPR,0,1,A,-1
English Second,2020-07-05,West Brom,Hull,4,2,H,2
English Second,2020-07-04,Derby,Nott'm Forest,1,1,D,0
English Second,2020-07-04,Blackburn,Leeds,1,3,A,-2
English Second,2020-07-04,Brentford,Wigan,3,0,H,3
English Second,2020-07-04,Bristol City,Cardiff,0,1,A,-1
English Second,2020-07-04,Fulham,Birmingham,1,0,H,1
English Second,2020-07-04,Huddersfield,Preston,0,0,D,0
English Second,2020-07-04,Luton,Reading,0,5,A,-5
English Second,2020-07-04,Stoke,Barnsley,4,0,H,4
English Second,2020-07-03,Charlton,Millwall,0,1,A,-1
English Second,2020-07-02,Hull,Middlesbrough,2,1,H,1
English Second,2020-07-01,Preston,Derby,0,1,A,-1
English Second,2020-07-01,Birmingham,Huddersfield,0,3,A,-3
English Second,2020-07-01,Nott'm Forest,Bristol City,1,0,H,1
English Second,2020-07-01,Sheffield Weds,West Brom,0,3,A,-3
English Second,2020-06-30,Millwall,Swansea,1,1,D,0
English Second,2020-06-30,Barnsley,Blackburn,2,0,H,2
English Second,2020-06-30,Cardiff,Charlton,0,0,D,0
English Second,2020-06-30,Reading,Brentford,0,3,A,-3
English Second,2020-06-30,QPR,Fulham,1,2,A,-1
English Second,2020-06-30,Leeds,Luton,1,1,D,0
English Second,2020-06-30,Wigan,Stoke,3,0,H,3
English Second,2020-06-28,Bristol City,Sheffield Weds,1,2,A,-1
English Second,2020-06-28,Nott'm Forest,Huddersfield,3,1,H,2
English Second,2020-06-27,Charlton,QPR,1,0,H,1
English Second,2020-06-27,Preston,Cardiff,1,3,A,-2
English Second,2020-06-27,Swansea,Luton,0,1,A,-1
English Second,2020-06-27,Barnsley,Millwall,0,0,D,0
English Second,2020-06-27,Derby,Reading,2,1,H,1
English Second,2020-06-27,Birmingham,Hull,3,3,D,0
English Second,2020-06-27,Leeds,Fulham,3,0,H,3
English Second,2020-06-27,Stoke,Middlesbrough,0,2,A,-2
English Second,2020-06-27,Wigan,Blackburn,2,0,H,2
English Second,2020-06-26,Brentford,West Brom,1,0,H,1
English Second,2020-06-21,Cardiff,Leeds,2,0,H,2
English Second,2020-06-20,Fulham,Brentford,0,2,A,-2
English Second,2020-06-20,Middlesbrough,Swansea,0,3,A,-3
English Second,2020-06-20,Millwall,Derby,2,3,A,-1
English Second,2020-06-20,Blackburn,Bristol City,3,1,H,2
English Second,2020-06-20,Huddersfield,Wigan,0,2,A,-2
English Second,2020-06-20,Hull,Charlton,0,1,A,-1
English Second,2020-06-20,Luton,Preston,1,1,D,0
English Second,2020-06-20,QPR,Barnsley,0,1,A,-1
English Second,2020-06-20,Reading,Stoke,1,1,D,0
English Second,2020-06-20,Sheffield Weds,Nott'm Forest,1,1,D,0
English Second,2020-06-20,West Brom,Birmingham,0,0,D,0
English Second,2020-03-08,Derby,Blackburn,3,0,H,3
English Second,2020-03-07,Bristol City,Fulham,1,1,D,0
English Second,2020-03-07,Barnsley,Cardiff,0,2,A,-2
English Second,2020-03-07,Birmingham,Reading,1,3,A,-2
English Second,2020-03-07,Brentford,Sheffield Weds,5,0,H,5
English Second,2020-03-07,Charlton,Middlesbrough,0,1,A,-1
English Second,2020-03-07,Leeds,Huddersfield,2,0,H,2
English Second,2020-03-07,Preston,QPR,1,3,A,-2
English Second,2020-03-07,Stoke,Hull,5,1,H,4
English Second,2020-03-07,Swansea,West Brom,0,0,D,0
English Second,2020-03-07,Wigan,Luton,0,0,D,0
English Second,2020-03-06,Nott'm Forest,Millwall,0,3,A,-3
English Second,2020-03-02,Middlesbrough,Nott'm Forest,2,2,D,0
English Second,2020-02-29,Hull,Leeds,0,4,A,-4
English Second,2020-02-29,Blackburn,Swansea,2,2,D,0
English Second,2020-02-29,Cardiff,Brentford,2,2,D,0
English Second,2020-02-29,Fulham,Preston,2,0,H,2
English Second,2020-02-29,Huddersfield,Charlton,4,0,H,4
English Second,2020-02-29,Luton,Stoke,1,1,D,0
English Second,2020-02-29,Millwall,Bristol City,1,1,D,0
English Second,2020-02-29,QPR,Birmingham,2,2,D,0
English Second,2020-02-29,Reading,Barnsley,2,0,H,2
English Second,2020-02-29,Sheffield Weds,Derby,1,3,A,-2
English Second,2020-02-29,West Brom,Wigan,0,1,A,-1
English Second,2020-02-26,Blackburn,Stoke,0,0,D,0
English Second,2020-02-26,Fulham,Swansea,1,0,H,1
English Second,2020-02-26,Hull,Barnsley,0,1,A,-1
English Second,2020-02-26,Middlesbrough,Leeds,0,1,A,-1
English Second,2020-02-26,Millwall,Birmingham,0,0,D,0
English Second,2020-02-26,Sheffield Weds,Charlton,1,0,H,1
English Second,2020-02-26,Reading,Wigan,0,3,A,-3
English Second,2020-02-25,Cardiff,Nott'm Forest,0,1,A,-1
English Second,2020-02-25,Huddersfield,Bristol City,2,1,H,1
English Second,2020-02-25,Luton,Brentford,2,1,H,1
English Second,2020-02-25,QPR,Derby,2,1,H,1
English Second,2020-02-25,West Brom,Preston,2,0,H,2
English Second,2020-02-22,Brentford,Blackburn,2,2,D,0
English Second,2020-02-22,Barnsley,Middlesbrough,1,0,H,1
English Second,2020-02-22,Birmingham,Sheffield Weds,3,3,D,0
English Second,2020-02-22,Bristol City,West Brom,0,3,A,-3
English Second,2020-02-22,Charlton,Luton,3,1,H,2
English Second,2020-02-22,Leeds,Reading,1,0,H,1
English Second,2020-02-22,Nott'm Forest,QPR,0,0,D,0
English Second,2020-02-22,Preston,Hull,2,1,H,1
English Second,2020-02-22,Stoke,Cardiff,2,0,H,2
English Second,2020-02-22,Swansea,Huddersfield,3,1,H,2
English Second,2020-02-22,Wigan,Millwall,1,0,H,1
English Second,2020-02-21,Derby,Fulham,1,1,D,0
English Second,2020-02-15,West Brom,Nott'm Forest,2,2,D,0
English Second,2020-02-15,Birmingham,Brentford,1,1,D,0
English Second,2020-02-15,Cardiff,Wigan,2,2,D,0
English Second,2020-02-15,Charlton,Blackburn,0,2,A,-2
English Second,2020-02-15,Derby,Huddersfield,1,1,D,0
English Second,2020-02-15,Fulham,Barnsley,0,3,A,-3
English Second,2020-02-15,Leeds,Bristol City,1,0,H,1
English Second,2020-02-15,Middlesbrough,Luton,0,1,A,-1
English Second,2020-02-15,Preston,Millwall,0,1,A,-1
English Second,2020-02-15,QPR,Stoke,4,2,H,2
English Second,2020-02-15,Sheffield Weds,Reading,0,3,A,-3
English Second,2020-02-14,Hull,Swansea,4,4,D,0
English Second,2020-02-12,Bristol City,Derby,3,2,H,1
English Second,2020-02-12,Huddersfield,Cardiff,0,3,A,-3
English Second,2020-02-12,Luton,Sheffield Weds,1,0,H,1
English Second,2020-02-12,Millwall,Fulham,1,1,D,0
English Second,2020-02-12,Reading,West Brom,1,2,A,-1
English Second,2020-02-12,Stoke,Preston,0,2,A,-2
English Second,2020-02-11,Barnsley,Birmingham,0,1,A,-1
English Second,2020-02-11,Blackburn,Hull,3,0,H,3
English Second,2020-02-11,Brentford,Leeds,1,1,D,0
English Second,2020-02-11,Nott'm Forest,Charlton,0,1,A,-1
English Second,2020-02-11,Swansea,QPR,0,0,D,0
English Second,2020-02-11,Wigan,Middlesbrough,2,2,D,0
English Second,2020-02-09,Millwall,West Brom,0,2,A,-2
English Second,2020-02-08,Wigan,Preston,1,2,A,-1
English Second,2020-02-08,Barnsley,Sheffield Weds,1,1,D,0
English Second,2020-02-08,Blackburn,Fulham,0,1,A,-1
English Second,2020-02-08,Brentford,Middlesbrough,3,2,H,1
English Second,2020-02-08,Huddersfield,QPR,2,0,H,2
English Second,2020-02-08,Luton,Cardiff,0,1,A,-1
English Second,2020-02-08,Reading,Hull,1,1,D,0
English Second,2020-02-08,Stoke,Charlton,3,1,H,2
English Second,2020-02-08,Swansea,Derby,2,3,A,-1
English Second,2020-02-08,Nott'm Forest,Leeds,2,0,H,2
English Second,2020-02-07,Bristol City,Birmingham,1,3,A,-2
English Second,2020-02-01,Hull,Brentford,1,5,A,-4
English Second,2020-02-01,Birmingham,Nott'm Forest,2,1,H,1
English Second,2020-02-01,Charlton,Barnsley,2,1,H,1
English Second,2020-02-01,Fulham,Huddersfield,3,2,H,1
English Second,2020-02-01,Leeds,Wigan,0,1,A,-1
English Second,2020-02-01,Middlesbrough,Blackburn,1,1,D,0
English Second,2020-02-01,Preston,Swansea,1,1,D,0
English Second,2020-02-01,QPR,Bristol City,0,1,A,-1
English Second,2020-02-01,Sheffield Weds,Millwall,0,0,D,0
English Second,2020-02-01,West Brom,Luton,2,0,H,2
English Second,2020-01-31,Cardiff,Reading,1,1,D,0
English Second,2020-01-31,Derby,Stoke,4,0,H,4
English Second,2020-01-28,Blackburn,QPR,2,1,H,1
English Second,2020-01-28,Brentford,Nott'm Forest,0,1,A,-1
English Second,2020-01-28,Cardiff,West Brom,2,1,H,1
English Second,2020-01-28,Hull,Huddersfield,1,2,A,-1
English Second,2020-01-28,Leeds,Millwall,3,2,H,1
English Second,2020-01-28,Luton,Derby,3,2,H,1
English Second,2020-01-28,Wigan,Sheffield Weds,2,1,H,1
English Second,2020-01-28,Reading,Bristol City,0,1,A,-1
English Second,2020-01-25,Stoke,Swansea,2,0,H,2
English Second,2020-01-22,Charlton,Fulham,0,0,D,0
English Second,2020-01-22,Nott'm Forest,Reading,1,1,D,0
English Second,2020-01-21,Barnsley,Preston,0,3,A,-3
English Second,2020-01-21,Middlesbrough,Birmingham,1,1,D,0
English Second,2020-01-20,West Brom,Stoke,0,1,A,-1
English Second,2020-01-19,Nott'm Forest,Luton,3,1,H,2
English Second,2020-01-18,QPR,Leeds,1,0,H,1
English Second,2020-01-18,Birmingham,Cardiff,1,1,D,0
English Second,2020-01-18,Bristol City,Barnsley,1,0,H,1
English Second,2020-01-18,Derby,Hull,1,0,H,1
English Second,2020-01-18,Huddersfield,Brentford,0,0,D,0
English Second,2020-01-18,Millwall,Reading,2,0,H,2
English Second,2020-01-18,Preston,Charlton,2,1,H,1
English Second,2020-01-18,Sheffield Weds,Blackburn,0,5,A,-5
English Second,2020-01-18,Swansea,Wigan,2,1,H,1
English Second,2020-01-17,Fulham,Middlesbrough,1,0,H,1
English Second,2020-01-12,Cardiff,Swansea,0,0,D,0
English Second,2020-01-11,Brentford,QPR,3,1,H,2
English Second,2020-01-11,Barnsley,Huddersfield,2,1,H,1
English Second,2020-01-11,Blackburn,Preston,1,1,D,0
English Second,2020-01-11,Charlton,West Brom,2,2,D,0
English Second,2020-01-11,Hull,Fulham,0,1,A,-1
English Second,2020-01-11,Leeds,Sheffield Weds,0,2,A,-2
English Second,2020-01-11,Luton,Birmingham,1,2,A,-1
English Second,2020-01-11,Middlesbrough,Derby,2,2,D,0
English Second,2020-01-11,Reading,Nott'm Forest,1,1,D,0
English Second,2020-01-11,Stoke,Millwall,0,0,D,0
English Second,2020-01-11,Wigan,Bristol City,0,2,A,-2
English Second,2020-01-02,Derby,Barnsley,2,1,H,1
English Second,2020-01-02,Swansea,Charlton,1,0,H,1
English Second,2020-01-01,Millwall,Luton,3,1,H,2
English Second,2020-01-01,Birmingham,Wigan,2,3,A,-1
English Second,2020-01-01,Bristol City,Brentford,0,4,A,-4
English Second,2020-01-01,Fulham,Reading,1,2,A,-1
English Second,2020-01-01,Huddersfield,Stoke,2,5,A,-3
English Second,2020-01-01,Nott'm Forest,Blackburn,3,2,H,1
English Second,2020-01-01,Preston,Middlesbrough,0,2,A,-2
English Second,2020-01-01,QPR,Cardiff,6,1,H,5
English Second,2020-01-01,Sheffield Weds,Hull,0,1,A,-1
English Second,2020-01-01,West Brom,Leeds,1,1,D,0
English Second,2019-12-30,Derby,Charlton,2,1,H,1
English Second,2019-12-29,Birmingham,Leeds,4,5,A,-1
English Second,2019-12-29,Bristol City,Luton,3,0,H,3
English Second,2019-12-29,Fulham,Stoke,1,0,H,1
English Second,2019-12-29,Huddersfield,Blackburn,2,1,H,1
English Second,2019-12-29,Millwall,Brentford,1,0,H,1
English Second,2019-12-29,Nott'm Forest,Wigan,1,0,H,1
English Second,2019-12-29,Preston,Reading,0,2,A,-2
English Second,2019-12-29,QPR,Hull,1,2,A,-1
English Second,2019-12-29,Sheffield Weds,Cardiff,1,2,A,-1
English Second,2019-12-29,Swansea,Barnsley,0,0,D,0
English Second,2019-12-29,West Brom,Middlesbrough,0,2,A,-2
English Second,2019-12-26,Barnsley,West Brom,1,1,D,0
English Second,2019-12-26,Blackburn,Birmingham,1,1,D,0
English Second,2019-12-26,Brentford,Swansea,3,1,H,2
English Second,2019-12-26,Cardiff,Millwall,1,1,D,0
English Second,2019-12-26,Charlton,Bristol City,3,2,H,1
English Second,2019-12-26,Hull,Nott'm Forest,0,2,A,-2
